SalesKey,InvoiceNo,CustomerKey,ProductKey,TimeKey,Quantity,UnitPrice,TotalSales,CustomerID,Country,StockCode,ProductDescription,Category,Date,Year,Month,Day,Quarter,DayOfWeek,MonthName,DayName,PriceCategory,QuantityCategory,SalesCategory,IsWeekend,Season,TotalSpent,AvgTransactionValue,TransactionCount,TotalQuantity,UniqueInvoices,ProductTotalSales,ProductTotalQuantity,ProductCustomerCount
403,536424,339,128,55,45,15.05,677.25,12386,Australia,OF69048,Office Avoid My,OF,2023-05-09,2023,5,9,2,2,May,Tuesday,High,Large,Premium,0,Spring,3036.9,433.84,7,198,3,2031.75,135,3
404,536425,60,129,56,5,17.34,86.7,12419,Poland,DE69510,Decor Family Relationship,DE,2023-04-03,2023,4,3,2,1,April,Monday,High,Small,Medium,0,Spring,2631.95,292.44,9,250,5,433.5,25,5
405,536425,66,129,56,5,17.34,86.7,12419,Japan,DE69510,Decor Family Relationship,DE,2023-04-03,2023,4,3,2,1,April,Monday,High,Small,Medium,0,Spring,2631.95,292.44,9,250,5,433.5,25,5
406,536425,117,129,56,5,17.34,86.7,12419,Italy,DE69510,Decor Family Relationship,DE,2023-04-03,2023,4,3,2,1,April,Monday,High,Small,Medium,0,Spring,2631.95,292.44,9,250,5,433.5,25,5
407,536425,144,129,56,5,17.34,86.7,12419,Netherlands,DE69510,Decor Family Relationship,DE,2023-04-03,2023,4,3,2,1,April,Monday,High,Small,Medium,0,Spring,2631.95,292.44,9,250,5,433.5,25,5
408,536425,304,129,56,5,17.34,86.7,12419,Spain,DE69510,Decor Family Relationship,DE,2023-04-03,2023,4,3,2,1,April,Monday,High,Small,Medium,0,Spring,2631.95,292.44,9,250,5,433.5,25,5
409,536425,60,130,56,28,3.31,92.68,12419,Poland,DE35928,Decor Mention Difficult,DE,2023-04-03,2023,4,3,2,1,April,Monday,Low,Large,Medium,0,Spring,2631.95,292.44,9,250,5,463.4,140,5
410,536425,66,130,56,28,3.31,92.68,12419,Japan,DE35928,Decor Mention Difficult,DE,2023-04-03,2023,4,3,2,1,April,Monday,Low,Large,Medium,0,Spring,2631.95,292.44,9,250,5,463.4,140,5
411,536425,117,130,56,28,3.31,92.68,12419,Italy,DE35928,Decor Mention Difficult,DE,2023-04-03,2023,4,3,2,1,April,Monday,Low,Large,Medium,0,Spring,2631.95,292.44,9,250,5,463.4,140,5
412,536425,144,130,56,28,3.31,92.68,12419,Netherlands,DE35928,Decor Mention Difficult,DE,2023-04-03,2023,4,3,2,1,April,Monday,Low,Large,Medium,0,Spring,2631.95,292.44,9,250,5,463.4,140,5
413,536425,304,130,56,28,3.31,92.68,12419,Spain,DE35928,Decor Mention Difficult,DE,2023-04-03,2023,4,3,2,1,April,Monday,Low,Large,Medium,0,Spring,2631.95,292.44,9,250,5,463.4,140,5
414,536426,61,131,57,11,19.92,219.12,12414,Germany,HO17816,Home Cause Several,HO,2023-07-29,2023,7,29,3,6,July,Saturday,High,Medium,High,1,Summer,501.16,167.05,3,29,2,219.12,11,1
415,536426,61,132,57,8,11.98,95.84,12414,Germany,GI67560,Gift Worry Us,GI,2023-07-29,2023,7,29,3,6,July,Saturday,Medium,Medium,Medium,1,Summer,501.16,167.05,3,29,2,95.84,8,1
416,536427,25,133,58,39,1.48,57.72,12415,Poland,OF20543,Office Part Material,OF,2023-08-10,2023,8,10,3,4,August,Thursday,Low,Large,Medium,0,Summer,3412.79,341.28,10,329,5,288.6,195,5
417,536427,62,133,58,39,1.48,57.72,12415,Iceland,OF20543,Office Part Material,OF,2023-08-10,2023,8,10,3,4,August,Thursday,Low,Large,Medium,0,Summer,3412.79,341.28,10,329,5,288.6,195,5
418,536427,146,133,58,39,1.48,57.72,12415,Spain,OF20543,Office Part Material,OF,2023-08-10,2023,8,10,3,4,August,Thursday,Low,Large,Medium,0,Summer,3412.79,341.28,10,329,5,288.6,195,5
419,536427,224,133,58,39,1.48,57.72,12415,Australia,OF20543,Office Part Material,OF,2023-08-10,2023,8,10,3,4,August,Thursday,Low,Large,Medium,0,Summer,3412.79,341.28,10,329,5,288.6,195,5
420,536427,387,133,58,39,1.48,57.72,12415,Lithuania,OF20543,Office Part Material,OF,2023-08-10,2023,8,10,3,4,August,Thursday,Low,Large,Medium,0,Summer,3412.79,341.28,10,329,5,288.6,195,5
421,536427,25,134,58,2,2.74,5.48,12415,Poland,KI42816,Kitchen Eight Still,KI,2023-08-10,2023,8,10,3,4,August,Thursday,Low,Small,Low,0,Summer,3412.79,341.28,10,329,5,27.4,10,5
422,536427,62,134,58,2,2.74,5.48,12415,Iceland,KI42816,Kitchen Eight Still,KI,2023-08-10,2023,8,10,3,4,August,Thursday,Low,Small,Low,0,Summer,3412.79,341.28,10,329,5,27.4,10,5
423,536427,146,134,58,2,2.74,5.48,12415,Spain,KI42816,Kitchen Eight Still,KI,2023-08-10,2023,8,10,3,4,August,Thursday,Low,Small,Low,0,Summer,3412.79,341.28,10,329,5,27.4,10,5
424,536427,224,134,58,2,2.74,5.48,12415,Australia,KI42816,Kitchen Eight Still,KI,2023-08-10,2023,8,10,3,4,August,Thursday,Low,Small,Low,0,Summer,3412.79,341.28,10,329,5,27.4,10,5
425,536427,387,134,58,2,2.74,5.48,12415,Lithuania,KI42816,Kitchen Eight Still,KI,2023-08-10,2023,8,10,3,4,August,Thursday,Low,Small,Low,0,Summer,3412.79,341.28,10,329,5,27.4,10,5
426,536427,25,135,58,49,16.97,831.53,12415,Poland,KI12719,Kitchen Material Surface,KI,2023-08-10,2023,8,10,3,4,August,Thursday,High,Large,Premium,0,Summer,3412.79,341.28,10,329,5,4157.65,245,5
427,536427,62,135,58,49,16.97,831.53,12415,Iceland,KI12719,Kitchen Material Surface,KI,2023-08-10,2023,8,10,3,4,August,Thursday,High,Large,Premium,0,Summer,3412.79,341.28,10,329,5,4157.65,245,5
428,536427,146,135,58,49,16.97,831.53,12415,Spain,KI12719,Kitchen Material Surface,KI,2023-08-10,2023,8,10,3,4,August,Thursday,High,Large,Premium,0,Summer,3412.79,341.28,10,329,5,4157.65,245,5
429,536427,224,135,58,49,16.97,831.53,12415,Australia,KI12719,Kitchen Material Surface,KI,2023-08-10,2023,8,10,3,4,August,Thursday,High,Large,Premium,0,Summer,3412.79,341.28,10,329,5,4157.65,245,5
430,536427,387,135,58,49,16.97,831.53,12415,Lithuania,KI12719,Kitchen Material Surface,KI,2023-08-10,2023,8,10,3,4,August,Thursday,High,Large,Premium,0,Summer,3412.79,341.28,10,329,5,4157.65,245,5
431,536428,40,136,59,42,11.33,475.86,12541,Belgium,OF78021,Office Customer Between,OF,2023-06-08,2023,6,8,2,4,June,Thursday,Medium,Large,High,0,Summer,3386.52,307.87,11,271,4,1903.44,168,4
432,536428,63,136,59,42,11.33,475.86,12541,Norway,OF78021,Office Customer Between,OF,2023-06-08,2023,6,8,2,4,June,Thursday,Medium,Large,High,0,Summer,3386.52,307.87,11,271,4,1903.44,168,4
433,536428,172,136,59,42,11.33,475.86,12541,United Kingdom,OF78021,Office Customer Between,OF,2023-06-08,2023,6,8,2,4,June,Thursday,Medium,Large,High,0,Summer,3386.52,307.87,11,271,4,1903.44,168,4
434,536428,218,136,59,42,11.33,475.86,12541,Iceland,OF78021,Office Customer Between,OF,2023-06-08,2023,6,8,2,4,June,Thursday,Medium,Large,High,0,Summer,3386.52,307.87,11,271,4,1903.44,168,4
435,536428,40,137,59,32,24.24,775.68,12541,Belgium,OF93202,Office Bill Reason,OF,2023-06-08,2023,6,8,2,4,June,Thursday,High,Large,Premium,0,Summer,3386.52,307.87,11,271,4,3102.72,128,4
436,536428,63,137,59,32,24.24,775.68,12541,Norway,OF93202,Office Bill Reason,OF,2023-06-08,2023,6,8,2,4,June,Thursday,High,Large,Premium,0,Summer,3386.52,307.87,11,271,4,3102.72,128,4
437,536428,172,137,59,32,24.24,775.68,12541,United Kingdom,OF93202,Office Bill Reason,OF,2023-06-08,2023,6,8,2,4,June,Thursday,High,Large,Premium,0,Summer,3386.52,307.87,11,271,4,3102.72,128,4
438,536428,218,137,59,32,24.24,775.68,12541,Iceland,OF93202,Office Bill Reason,OF,2023-06-08,2023,6,8,2,4,June,Thursday,High,Large,Premium,0,Summer,3386.52,307.87,11,271,4,3102.72,128,4
439,536428,40,138,59,43,3.06,131.58,12541,Belgium,GI52081,Gift Lawyer Health,GI,2023-06-08,2023,6,8,2,4,June,Thursday,Low,Large,Medium,0,Summer,3386.52,307.87,11,271,4,526.32,172,4
440,536428,63,138,59,43,3.06,131.58,12541,Norway,GI52081,Gift Lawyer Health,GI,2023-06-08,2023,6,8,2,4,June,Thursday,Low,Large,Medium,0,Summer,3386.52,307.87,11,271,4,526.32,172,4
441,536428,172,138,59,43,3.06,131.58,12541,United Kingdom,GI52081,Gift Lawyer Health,GI,2023-06-08,2023,6,8,2,4,June,Thursday,Low,Large,Medium,0,Summer,3386.52,307.87,11,271,4,526.32,172,4
442,536428,218,138,59,43,3.06,131.58,12541,Iceland,GI52081,Gift Lawyer Health,GI,2023-06-08,2023,6,8,2,4,June,Thursday,Low,Large,Medium,0,Summer,3386.52,307.87,11,271,4,526.32,172,4
443,536428,40,139,59,19,16.73,317.87,12541,Belgium,DE74942,Decor Land Item,DE,2023-06-08,2023,6,8,2,4,June,Thursday,High,Medium,High,0,Summer,3386.52,307.87,11,271,4,1271.48,76,4
444,536428,63,139,59,19,16.73,317.87,12541,Norway,DE74942,Decor Land Item,DE,2023-06-08,2023,6,8,2,4,June,Thursday,High,Medium,High,0,Summer,3386.52,307.87,11,271,4,1271.48,76,4
445,536428,172,139,59,19,16.73,317.87,12541,United Kingdom,DE74942,Decor Land Item,DE,2023-06-08,2023,6,8,2,4,June,Thursday,High,Medium,High,0,Summer,3386.52,307.87,11,271,4,1271.48,76,4
446,536428,218,139,59,19,16.73,317.87,12541,Iceland,DE74942,Decor Land Item,DE,2023-06-08,2023,6,8,2,4,June,Thursday,High,Medium,High,0,Summer,3386.52,307.87,11,271,4,1271.48,76,4
447,536428,40,140,59,6,8.21,49.260000000000005,12541,Belgium,HO69614,Home Manage Treat,HO,2023-06-08,2023,6,8,2,4,June,Thursday,Medium,Medium,Low,0,Summer,3386.52,307.87,11,271,4,197.04,24,4
448,536428,63,140,59,6,8.21,49.260000000000005,12541,Norway,HO69614,Home Manage Treat,HO,2023-06-08,2023,6,8,2,4,June,Thursday,Medium,Medium,Low,0,Summer,3386.52,307.87,11,271,4,197.04,24,4
449,536428,172,140,59,6,8.21,49.260000000000005,12541,United Kingdom,HO69614,Home Manage Treat,HO,2023-06-08,2023,6,8,2,4,June,Thursday,Medium,Medium,Low,0,Summer,3386.52,307.87,11,271,4,197.04,24,4
450,536428,218,140,59,6,8.21,49.260000000000005,12541,Iceland,HO69614,Home Manage Treat,HO,2023-06-08,2023,6,8,2,4,June,Thursday,Medium,Medium,Low,0,Summer,3386.52,307.87,11,271,4,197.04,24,4
451,536429,64,141,60,30,10.62,318.59999999999997,12477,United Kingdom,DE81118,Decor Arm Report,DE,2023-10-11,2023,10,11,4,3,October,Wednesday,Medium,Large,High,0,Autumn,430.92,143.64,3,46,2,318.6,30,1
452,536430,65,142,61,49,1.76,86.24,12505,Iceland,DE67939,Decor Race Billion,DE,2023-09-11,2023,9,11,3,1,September,Monday,Low,Large,Medium,0,Autumn,432.07,144.02,3,83,2,172.48,98,2
453,536430,406,142,61,49,1.76,86.24,12505,Netherlands,DE67939,Decor Race Billion,DE,2023-09-11,2023,9,11,3,1,September,Monday,Low,Large,Medium,0,Autumn,432.07,144.02,3,83,2,172.48,98,2
454,536431,60,143,62,8,1.21,9.68,12419,Poland,DE73532,Decor Interesting Should,DE,2023-01-24,2023,1,24,1,2,January,Tuesday,Low,Medium,Low,0,Winter,2631.95,292.44,9,250,5,48.4,40,5
455,536431,66,143,62,8,1.21,9.68,12419,Japan,DE73532,Decor Interesting Should,DE,2023-01-24,2023,1,24,1,2,January,Tuesday,Low,Medium,Low,0,Winter,2631.95,292.44,9,250,5,48.4,40,5
456,536431,117,143,62,8,1.21,9.68,12419,Italy,DE73532,Decor Interesting Should,DE,2023-01-24,2023,1,24,1,2,January,Tuesday,Low,Medium,Low,0,Winter,2631.95,292.44,9,250,5,48.4,40,5
457,536431,144,143,62,8,1.21,9.68,12419,Netherlands,DE73532,Decor Interesting Should,DE,2023-01-24,2023,1,24,1,2,January,Tuesday,Low,Medium,Low,0,Winter,2631.95,292.44,9,250,5,48.4,40,5
458,536431,304,143,62,8,1.21,9.68,12419,Spain,DE73532,Decor Interesting Should,DE,2023-01-24,2023,1,24,1,2,January,Tuesday,Low,Medium,Low,0,Winter,2631.95,292.44,9,250,5,48.4,40,5
459,536431,60,144,62,20,14.0,280.0,12419,Poland,DE30758,Decor Group Such,DE,2023-01-24,2023,1,24,1,2,January,Tuesday,Medium,Medium,High,0,Winter,2631.95,292.44,9,250,5,1400.0,100,5
460,536431,66,144,62,20,14.0,280.0,12419,Japan,DE30758,Decor Group Such,DE,2023-01-24,2023,1,24,1,2,January,Tuesday,Medium,Medium,High,0,Winter,2631.95,292.44,9,250,5,1400.0,100,5
461,536431,117,144,62,20,14.0,280.0,12419,Italy,DE30758,Decor Group Such,DE,2023-01-24,2023,1,24,1,2,January,Tuesday,Medium,Medium,High,0,Winter,2631.95,292.44,9,250,5,1400.0,100,5
462,536431,144,144,62,20,14.0,280.0,12419,Netherlands,DE30758,Decor Group Such,DE,2023-01-24,2023,1,24,1,2,January,Tuesday,Medium,Medium,High,0,Winter,2631.95,292.44,9,250,5,1400.0,100,5
463,536431,304,144,62,20,14.0,280.0,12419,Spain,DE30758,Decor Group Such,DE,2023-01-24,2023,1,24,1,2,January,Tuesday,Medium,Medium,High,0,Winter,2631.95,292.44,9,250,5,1400.0,100,5
464,536432,67,145,31,42,20.89,877.38,12403,Netherlands,OF25396,Office Boy Energy,OF,2023-12-01,2023,12,1,4,5,December,Friday,High,Large,Premium,0,Winter,1443.03,721.52,2,69,1,877.38,42,1
465,536432,67,146,31,27,20.95,565.65,12403,Netherlands,KI45838,Kitchen Dark Customer,KI,2023-12-01,2023,12,1,4,5,December,Friday,High,Large,Premium,0,Winter,1443.03,721.52,2,69,1,565.65,27,1
466,536433,35,147,63,39,12.95,505.04999999999995,12462,Lithuania,OF34983,Office List Challenge,OF,2023-07-28,2023,7,28,3,5,July,Friday,Medium,Large,Premium,0,Summer,2589.88,517.98,5,175,4,2020.2,156,4
467,536433,68,147,63,39,12.95,505.04999999999995,12462,Germany,OF34983,Office List Challenge,OF,2023-07-28,2023,7,28,3,5,July,Friday,Medium,Large,Premium,0,Summer,2589.88,517.98,5,175,4,2020.2,156,4
468,536433,222,147,63,39,12.95,505.04999999999995,12462,France,OF34983,Office List Challenge,OF,2023-07-28,2023,7,28,3,5,July,Friday,Medium,Large,Premium,0,Summer,2589.88,517.98,5,175,4,2020.2,156,4
469,536433,365,147,63,39,12.95,505.04999999999995,12462,United Kingdom,OF34983,Office List Challenge,OF,2023-07-28,2023,7,28,3,5,July,Friday,Medium,Large,Premium,0,Summer,2589.88,517.98,5,175,4,2020.2,156,4
470,536434,69,148,64,18,20.6,370.8,12416,Lithuania,GI76550,Unknown Product,GI,2023-06-13,2023,6,13,2,2,June,Tuesday,High,Medium,High,0,Summer,1597.42,532.47,3,87,1,370.8,18,1
471,536434,69,149,64,38,24.97,948.8599999999999,12416,Lithuania,TO86931,Toy Maintain Enjoy,TO,2023-06-13,2023,6,13,2,2,June,Tuesday,High,Large,Premium,0,Summer,1597.42,532.47,3,87,1,948.86,38,1
472,536434,69,150,64,31,8.96,277.76000000000005,12416,Lithuania,OF80592,Office Two Wind,OF,2023-06-13,2023,6,13,2,2,June,Tuesday,Medium,Large,High,0,Summer,1597.42,532.47,3,87,1,277.76,31,1
473,536435,70,151,65,45,6.35,285.75,12442,Japan,GI34727,Gift Level System,GI,2023-01-30,2023,1,30,1,1,January,Monday,Medium,Large,High,0,Winter,3057.88,436.84,7,219,3,571.5,90,2
474,536435,393,151,65,45,6.35,285.75,12442,Belgium,GI34727,Gift Level System,GI,2023-01-30,2023,1,30,1,1,January,Monday,Medium,Large,High,0,Winter,3057.88,436.84,7,219,3,571.5,90,2
475,536435,70,152,65,48,12.09,580.3199999999999,12442,Japan,HO51704,Home Training Total,HO,2023-01-30,2023,1,30,1,1,January,Monday,Medium,Large,Premium,0,Winter,3057.88,436.84,7,219,3,1160.64,96,2
476,536435,393,152,65,48,12.09,580.3199999999999,12442,Belgium,HO51704,Home Training Total,HO,2023-01-30,2023,1,30,1,1,January,Monday,Medium,Large,Premium,0,Winter,3057.88,436.84,7,219,3,1160.64,96,2
477,536436,71,153,66,9,12.81,115.29,12444,Germany,OF14852,Office Billion Apply,OF,2023-08-02,2023,8,2,3,3,August,Wednesday,Medium,Medium,Medium,0,Summer,695.53,173.88,4,110,2,230.58,18,2
478,536436,408,153,66,9,12.81,115.29,12444,France,OF14852,Office Billion Apply,OF,2023-08-02,2023,8,2,3,3,August,Wednesday,Medium,Medium,Medium,0,Summer,695.53,173.88,4,110,2,230.58,18,2
479,536437,72,154,61,1,18.2,18.2,12458,Netherlands,KI69890,Kitchen Now Think,KI,2023-09-11,2023,9,11,3,1,September,Monday,High,Small,Low,0,Autumn,275.96,137.98,2,19,2,36.4,2,2
480,536437,256,154,61,1,18.2,18.2,12458,Japan,KI69890,Kitchen Now Think,KI,2023-09-11,2023,9,11,3,1,September,Monday,High,Small,Low,0,Autumn,275.96,137.98,2,19,2,36.4,2,2
481,536438,27,155,67,22,15.77,346.94,12365,Germany,TO44737,Toy Better With,TO,2023-01-06,2023,1,6,1,5,January,Friday,High,Large,High,0,Winter,3267.78,363.09,9,227,5,1734.7,110,5
482,536438,73,155,67,22,15.77,346.94,12365,Iceland,TO44737,Toy Better With,TO,2023-01-06,2023,1,6,1,5,January,Friday,High,Large,High,0,Winter,3267.78,363.09,9,227,5,1734.7,110,5
483,536438,121,155,67,22,15.77,346.94,12365,Belgium,TO44737,Toy Better With,TO,2023-01-06,2023,1,6,1,5,January,Friday,High,Large,High,0,Winter,3267.78,363.09,9,227,5,1734.7,110,5
484,536438,179,155,67,22,15.77,346.94,12365,Spain,TO44737,Toy Better With,TO,2023-01-06,2023,1,6,1,5,January,Friday,High,Large,High,0,Winter,3267.78,363.09,9,227,5,1734.7,110,5
485,536438,231,155,67,22,15.77,346.94,12365,France,TO44737,Toy Better With,TO,2023-01-06,2023,1,6,1,5,January,Friday,High,Large,High,0,Winter,3267.78,363.09,9,227,5,1734.7,110,5
486,536439,31,156,68,46,22.24,1023.04,12430,United Kingdom,GI92155,Gift Time Economic,GI,2023-10-20,2023,10,20,4,5,October,Friday,High,Large,Premium,0,Autumn,3094.44,442.06,7,166,3,3069.12,138,3
487,536439,74,156,68,46,22.24,1023.04,12430,Belgium,GI92155,Gift Time Economic,GI,2023-10-20,2023,10,20,4,5,October,Friday,High,Large,Premium,0,Autumn,3094.44,442.06,7,166,3,3069.12,138,3
488,536439,196,156,68,46,22.24,1023.04,12430,Lithuania,GI92155,Gift Time Economic,GI,2023-10-20,2023,10,20,4,5,October,Friday,High,Large,Premium,0,Autumn,3094.44,442.06,7,166,3,3069.12,138,3
489,536439,31,157,68,5,6.25,31.25,12430,United Kingdom,HO90931,Home Compare Investment,HO,2023-10-20,2023,10,20,4,5,October,Friday,Medium,Small,Low,0,Autumn,3094.44,442.06,7,166,3,93.75,15,3
490,536439,74,157,68,5,6.25,31.25,12430,Belgium,HO90931,Home Compare Investment,HO,2023-10-20,2023,10,20,4,5,October,Friday,Medium,Small,Low,0,Autumn,3094.44,442.06,7,166,3,93.75,15,3
491,536439,196,157,68,5,6.25,31.25,12430,Lithuania,HO90931,Home Compare Investment,HO,2023-10-20,2023,10,20,4,5,October,Friday,Medium,Small,Low,0,Autumn,3094.44,442.06,7,166,3,93.75,15,3
492,536439,31,158,68,28,24.47,685.16,12430,United Kingdom,GA21846,Garden Mention Medical,GA,2023-10-20,2023,10,20,4,5,October,Friday,High,Large,Premium,0,Autumn,3094.44,442.06,7,166,3,2055.48,84,3
493,536439,74,158,68,28,24.47,685.16,12430,Belgium,GA21846,Garden Mention Medical,GA,2023-10-20,2023,10,20,4,5,October,Friday,High,Large,Premium,0,Autumn,3094.44,442.06,7,166,3,2055.48,84,3
494,536439,196,158,68,28,24.47,685.16,12430,Lithuania,GA21846,Garden Mention Medical,GA,2023-10-20,2023,10,20,4,5,October,Friday,High,Large,Premium,0,Autumn,3094.44,442.06,7,166,3,2055.48,84,3
495,536440,75,159,10,2,1.63,3.26,12459,Norway,DE49251,Decor Treatment Institution,DE,2023-03-25,2023,3,25,1,6,March,Saturday,Low,Small,Low,1,Spring,1304.9,326.23,4,108,2,6.52,4,2
496,536440,160,159,10,2,1.63,3.26,12459,Netherlands,DE49251,Decor Treatment Institution,DE,2023-03-25,2023,3,25,1,6,March,Saturday,Low,Small,Low,1,Spring,1304.9,326.23,4,108,2,6.52,4,2
497,536441,28,160,69,16,13.51,216.16,12437,EIRE,OF29080,Office Artist Community,OF,2023-12-17,2023,12,17,4,7,December,Sunday,Medium,Medium,High,1,Winter,692.9,230.97,3,75,2,432.32,32,2
498,536441,76,160,69,16,13.51,216.16,12437,Italy,OF29080,Office Artist Community,OF,2023-12-17,2023,12,17,4,7,December,Sunday,Medium,Medium,High,1,Winter,692.9,230.97,3,75,2,432.32,32,2
499,536442,77,161,70,25,15.68,392.0,12389,Norway,HO89887,Home Able In,HO,2023-05-28,2023,5,28,2,7,May,Sunday,High,Large,High,1,Spring,3273.23,409.15,8,252,2,784.0,50,2
500,536442,411,161,70,25,15.68,392.0,12389,Poland,HO89887,Home Able In,HO,2023-05-28,2023,5,28,2,7,May,Sunday,High,Large,High,1,Spring,3273.23,409.15,8,252,2,784.0,50,2
501,536442,77,162,70,30,16.13,483.9,12389,Norway,GA40433,Garden Evidence With,GA,2023-05-28,2023,5,28,2,7,May,Sunday,High,Large,High,1,Spring,3273.23,409.15,8,252,2,967.8,60,2
502,536442,411,162,70,30,16.13,483.9,12389,Poland,GA40433,Garden Evidence With,GA,2023-05-28,2023,5,28,2,7,May,Sunday,High,Large,High,1,Spring,3273.23,409.15,8,252,2,967.8,60,2
503,536443,78,163,71,11,2.31,25.41,12465,Poland,DE81643,Decor Still Look,DE,2023-11-01,2023,11,1,4,3,November,Wednesday,Low,Medium,Low,0,Autumn,609.3,203.1,3,70,1,25.41,11,1
504,536443,78,164,71,28,17.41,487.48,12465,Poland,GI93746,Gift Feeling Land,GI,2023-11-01,2023,11,1,4,3,November,Wednesday,High,Large,High,0,Autumn,609.3,203.1,3,70,1,487.48,28,1
505,536443,78,165,71,31,3.11,96.41,12465,Poland,GA60422,Garden Same Side,GA,2023-11-01,2023,11,1,4,3,November,Wednesday,Low,Large,Medium,0,Autumn,609.3,203.1,3,70,1,96.41,31,1
506,536444,56,166,71,2,24.46,48.92,12493,France,DE48696,Decor Only Recently,DE,2023-11-01,2023,11,1,4,3,November,Wednesday,High,Small,Low,0,Autumn,4396.96,399.72,11,271,4,195.68,8,4
507,536444,79,166,71,2,24.46,48.92,12493,Poland,DE48696,Decor Only Recently,DE,2023-11-01,2023,11,1,4,3,November,Wednesday,High,Small,Low,0,Autumn,4396.96,399.72,11,271,4,195.68,8,4
508,536444,197,166,71,2,24.46,48.92,12493,Netherlands,DE48696,Decor Only Recently,DE,2023-11-01,2023,11,1,4,3,November,Wednesday,High,Small,Low,0,Autumn,4396.96,399.72,11,271,4,195.68,8,4
509,536444,243,166,71,2,24.46,48.92,12493,Belgium,DE48696,Decor Only Recently,DE,2023-11-01,2023,11,1,4,3,November,Wednesday,High,Small,Low,0,Autumn,4396.96,399.72,11,271,4,195.68,8,4
510,536444,56,167,71,44,19.57,861.08,12493,France,HO84177,Home Serious Message,HO,2023-11-01,2023,11,1,4,3,November,Wednesday,High,Large,Premium,0,Autumn,4396.96,399.72,11,271,4,3444.32,176,4
511,536444,79,167,71,44,19.57,861.08,12493,Poland,HO84177,Home Serious Message,HO,2023-11-01,2023,11,1,4,3,November,Wednesday,High,Large,Premium,0,Autumn,4396.96,399.72,11,271,4,3444.32,176,4
512,536444,197,167,71,44,19.57,861.08,12493,Netherlands,HO84177,Home Serious Message,HO,2023-11-01,2023,11,1,4,3,November,Wednesday,High,Large,Premium,0,Autumn,4396.96,399.72,11,271,4,3444.32,176,4
513,536444,243,167,71,44,19.57,861.08,12493,Belgium,HO84177,Home Serious Message,HO,2023-11-01,2023,11,1,4,3,November,Wednesday,High,Large,Premium,0,Autumn,4396.96,399.72,11,271,4,3444.32,176,4
514,536444,56,168,71,19,19.51,370.69000000000005,12493,France,DE75107,Decor Clear Customer,DE,2023-11-01,2023,11,1,4,3,November,Wednesday,High,Medium,High,0,Autumn,4396.96,399.72,11,271,4,1482.76,76,4
515,536444,79,168,71,19,19.51,370.69000000000005,12493,Poland,DE75107,Decor Clear Customer,DE,2023-11-01,2023,11,1,4,3,November,Wednesday,High,Medium,High,0,Autumn,4396.96,399.72,11,271,4,1482.76,76,4
516,536444,197,168,71,19,19.51,370.69000000000005,12493,Netherlands,DE75107,Decor Clear Customer,DE,2023-11-01,2023,11,1,4,3,November,Wednesday,High,Medium,High,0,Autumn,4396.96,399.72,11,271,4,1482.76,76,4
517,536444,243,168,71,19,19.51,370.69000000000005,12493,Belgium,DE75107,Decor Clear Customer,DE,2023-11-01,2023,11,1,4,3,November,Wednesday,High,Medium,High,0,Autumn,4396.96,399.72,11,271,4,1482.76,76,4
518,536445,80,169,72,44,19.01,836.44,12402,EIRE,KI42850,Kitchen Director Article,KI,2023-04-26,2023,4,26,2,3,April,Wednesday,High,Large,Premium,0,Spring,3491.86,581.98,6,194,2,1672.88,88,2
519,536445,158,169,72,44,19.01,836.44,12402,Switzerland,KI42850,Kitchen Director Article,KI,2023-04-26,2023,4,26,2,3,April,Wednesday,High,Large,Premium,0,Spring,3491.86,581.98,6,194,2,1672.88,88,2
520,536445,80,170,72,41,16.34,669.9399999999999,12402,EIRE,DE22735,Decor Particularly Simply,DE,2023-04-26,2023,4,26,2,3,April,Wednesday,High,Large,Premium,0,Spring,3491.86,581.98,6,194,2,1339.88,82,2
521,536445,158,170,72,41,16.34,669.9399999999999,12402,Switzerland,DE22735,Decor Particularly Simply,DE,2023-04-26,2023,4,26,2,3,April,Wednesday,High,Large,Premium,0,Spring,3491.86,581.98,6,194,2,1339.88,82,2
522,536445,80,171,72,24,18.44,442.56000000000006,12402,EIRE,HO85965,Home Occur Ask,HO,2023-04-26,2023,4,26,2,3,April,Wednesday,High,Large,High,0,Spring,3491.86,581.98,6,194,2,885.12,48,2
523,536445,158,171,72,24,18.44,442.56000000000006,12402,Switzerland,HO85965,Home Occur Ask,HO,2023-04-26,2023,4,26,2,3,April,Wednesday,High,Large,High,0,Spring,3491.86,581.98,6,194,2,885.12,48,2
524,536446,81,172,73,9,19.77,177.93,12429,Lithuania,GA36318,Garden Former Art,GA,2023-10-18,2023,10,18,4,3,October,Wednesday,High,Medium,Medium,0,Autumn,1951.53,390.31,5,129,1,177.93,9,1
525,536446,81,173,73,18,20.85,375.3,12429,Lithuania,KI75771,Kitchen Apply Pattern,KI,2023-10-18,2023,10,18,4,3,October,Wednesday,High,Medium,High,0,Autumn,1951.53,390.31,5,129,1,375.3,18,1
526,536446,81,174,73,48,21.82,1047.3600000000001,12429,Lithuania,TO48684,Toy Me Morning,TO,2023-10-18,2023,10,18,4,3,October,Wednesday,High,Large,Premium,0,Autumn,1951.53,390.31,5,129,1,1047.36,48,1
